2020/01/15,MyBookie,Horse racing,7: 2.5/2.5/X,,,,Southwell Race #3,,,5.00,1.0,N,Y
2020/01/15,MyBookie,Horse racing,10: 2.5/2.5/X,,,,Southwell Race #6,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,2: 2.5/2.5/X,,,,Newbury Racecourse Race #7,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,1: 2.5/2.5/X,,,,Wolverhampton Race #4,,,5.00,1.05,N,Y
2020/01/15,MyBookie,Horse racing,10: 2.5/2.5/X,,,,Newbury Racecourse Race #4,,,5.00,1.75,N,Y
2020/01/15,MyBookie,Horse racing,5: 2.5/2.5/X,,,,Wolverhampton Race #3,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,8: 5/X/X,,,,Newbury Racecourse Race #5,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,4: 2.5/2.5/X,,,,Wolverhampton Race #2,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,7: X/5/X,,,,Newbury Racecourse Race #2,,,5.00,2.0,N,Y
2020/01/15,MyBookie,Horse racing,5: 2.5/2.5/X,,,,Wolverhampton Race #1,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,4: 5/X/X,,,,Punchestown Race #6,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,8: 5/X/X,,,,Punchestown Race #7,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,7: 5/X/X,,,,Punchestown Race #4,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,4: 2.5/2.5/X,,,,Newbury Racecourse Race #1,,,5.00,1.55,N,Y
2020/01/15,MyBookie,Horse racing,5: 2.5/2.5/X,,,,Newbury Racecourse Race #6,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,4: 5/X/X,,,,Southwell Race #7,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,"6: 2.5/2.5/X , 11: 5/X/X",,,,Southwell Race #6,,,10.00,1.5,N,Y
2020/01/15,MyBookie,Horse racing,"2: 5/X/X , 6: 5/X/X",,,,Southwell Race #5,,,10.00,0.8,N,Y
2020/01/15,MyBookie,Horse racing,"6: 5/X/X , 7: 5/X/X",,,,Southwell Race #2,,,10.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,3: 5/X/X,,,,Plumpton Race #6,,,5.00,1.0,N,Y
2020/01/15,MyBookie,Horse racing,5: 2.5/2.5/X,,,,Plumpton Race #4,,,5.00,1.0,N,Y
2020/01/15,MyBookie,Horse racing,6: 2.5/2.5/X,,,,Plumpton Race #3,,,5.00,1.0,N,Y
2020/01/15,MyBookie,Horse racing,"1: 5/X/X , 5: 5/X/X",,,,Plumpton Race #2,,,10.00,1.0,N,Y
2020/01/15,MyBookie,Horse racing,5: 5/X/X,,,,Plumpton Race #1,,,5.00,1.0,N,Y
2020/01/15,MyBookie,Horse racing,2: 5/X/X,,,,Punchestown Race #6,,,5.00,4.6,N,Y
2020/01/15,MyBookie,Horse racing,7: 5/X/X,,,,Punchestown Race #3,,,5.00,1.9,N,Y
2020/01/15,MyBookie,Horse racing,10: 2.5/2.5/X,,,,Punchestown Race #2,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,9: 5/X/X,,,,Wolverhampton Race #7,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,4: 2.5/2.5/X,,,,Wolverhampton Race #5,,,5.00,0.85,N,Y
2020/01/15,MyBookie,Horse racing,6: 2.5/2.5/X,,,,Wolverhampton Race #4,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,4: 5/X/X,,,,Wolverhampton Race #3,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,5: 5/X/X,,,,Wolverhampton Race #2,,,5.00,3.8,N,Y
2020/01/15,MyBookie,Horse racing,"7: 2.5/2.5/X , 11: 5/X/X",,,,Wolverhampton Race #1,,,10.00,7.025,N,Y
2020/01/15,MyBookie,Horse racing,"2: 5/X/X , 5: 5/X/X",,,,Newbury Racecourse Race #5,,,10.00,1.85,N,Y
2020/01/15,MyBookie,Horse racing,2: 2.5/2.5/X,,,,Newbury Racecourse Race #4,,,5.00,1.9,N,Y
2020/01/15,MyBookie,Horse racing,1: 5/X/X,,,,Newbury Racecourse Race #3,,,5.00,0.0,N,N
2020/01/15,MyBookie,Horse racing,12: 5/X/X,,,,Newbury Racecourse Race #2,,,5.00,2.6,N,Y
2020/01/15,MyBookie,Horse racing,11: 5/X/X,,,,Newbury Racecourse Race #1,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,1: 5/X/X,,,,Chelmsford City Race #7,,,5.00,1.0,N,Y
2020/01/14,MyBookie,Horse racing,6: 2.5/2.5/X,,,,Chelmsford City Race #6,,,5.00,1.0,N,Y
2020/01/14,MyBookie,Horse racing,2: 2.5/2.5/X,,,,Chelmsford City Race #5,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,9: 2.5/2.5/X,,,,Chelmsford City Race #4,,,5.00,1.4,N,Y
2020/01/14,MyBookie,Horse racing,7: 2.5/2.5/X,,,,Chelmsford City Race #3,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,8: 5/X/X,,,,Chelmsford City Race #3,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,6: 5/X/X,,,,Chelmsford City Race #3,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,2: 5/X/X,,,,Chelmsford City Race #1,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,4: 5/X/X,,,,Chelmsford City Race #1,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,11: 5/5/X,,,,Doncaster Racecourse Race #4,,,10.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,1: 5/X/X,,,,Doncaster Racecourse Race #1,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,3: 5/X/X,,,,Doncaster Racecourse Race #6,,,5.00,0.0,N,N
2020/01/14,MyBookie,Horse racing,4: 5/X/X,,,,Chelmsford City Race #1,,,5.00,0.0,N,N
2020/01/13,MyBookie,Horse racing,6: 5/X/X,,,,Southwell Race #2,,,5.00,0.0,N,N
2020/01/13,MyBookie,Horse racing,3: 5/X/X,,,,Southwell Race #5,,,5.00,0.0,N,N
2020/01/13,MyBookie,Horse racing,8: 5/X/X,,,,Southwell Race #1,,,5.00,2.4,N,Y
2020/01/13,MyBookie,Horse racing,3: 2.5/2.5/X,,,,Wolverhampton Race #5,,,5.00,1.25,N,Y
2020/01/13,MyBookie,Horse racing,1: 5/X/X,,,,Southwell Race #1,,,5.00,0.0,N,N
2020/01/13,MyBookie,Horse racing,7: 2.5/2.5/X,,,,Lingfield Race #3,,,5.00,0.0,N,N
2020/01/13,MyBookie,Horse racing,4: 2.5/2.5/X,,,,Lingfield Race #7,,,5.00,0.0,N,N
