01/13/2020,MyBookie,,CHICAGO BULLS +13½,,,,(Chicago Bulls vs Boston Celtics),,,5.00,1.90,Y,Y,Bet Ticket: #86258313  Placed: 01/13/2020  STRAIGHT BET (FP)  [1003757] CHICAGO BULLS +13½ 1.90 (Chicago Bulls vs Boston Celtics) WIN  Risk: $0.00 WIN  Win: $  4.50
01/13/2020,MyBookie,,CLEVELAND CAVALIERS +14,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86227931  Placed: 01/13/2020  STRAIGHT BET (FP)  [569] CLEVELAND CAVALIERS +14 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,"GULBIS, ERNESTS",,,,"(CRESSY, MAXIME vrs GULBIS, ERNESTS) (Cressy, Maxime vs Gulbis, Ernests)",,,5.00,1.92,Y,Y,"Bet Ticket: #86283535  Placed: 01/14/2020  STRAIGHT BET (FP)  [7092772] GULBIS, ERNESTS 1.92 (CRESSY, MAXIME vrs GULBIS, ERNESTS) (Cressy, Maxime vs Gulbis, Ernests) WIN  Risk: $0.00 WIN  Win: $  4.59"
01/14/2020,MyBookie,,TOTAL o166,,,,(REAL MADRID vrs CSKA MOSCOW),,,5.00,1.91,Y,N,Bet Ticket: #86284934  Placed: 01/14/2020  STRAIGHT BET (FP)  [305921] TOTAL o166 1.91 (REAL MADRID vrs CSKA MOSCOW) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/13/2020,MyBookie,,WATFORD FC,,,,(Watford FC vs Tranmere Rovers - 1st Half),,,5.00,2.08,N,R,Bet Ticket: #86247267  Placed: 01/13/2020  STRAIGHT BET  [7045193] WATFORD FC 2.08 (Watford FC vs Tranmere Rovers - 1st Half) N/A CANCEL  Risk: $5.00 NO BET  Win: $  0.00
01/13/2020,MyBookie,,COVENTRY CITY,,,,(Bristol Rovers vs Coventry City),,,5.00,1.49,Y,Y,Bet Ticket: #86183256  Placed: 01/13/2020  STRAIGHT BET (FP)  [7043668] COVENTRY CITY 1.49 (Bristol Rovers vs Coventry City) WIN  Risk: $0.00 WIN  Win: $  2.45
01/13/2020,MyBookie,,NEWCASTLE UNITED,,,,(Rochdale AFC vs Newcastle United),,,5.00,1.25,N,Y,Bet Ticket: #86245790  Placed: 01/13/2020  STRAIGHT BET  [7044054] NEWCASTLE UNITED 1.25 (Rochdale AFC vs Newcastle United) WIN  Risk: $5.00 WIN  Win: $  1.25
01/13/2020,MyBookie,,YES,,,,(NO vrs YES) (Bolton Wanderers vs Lincoln City - Both teams to score),,,5.00,1.97,N,Y,Bet Ticket: #86245791  Placed: 01/13/2020  STRAIGHT BET  [7053982] YES 1.97 (NO vrs YES) (Bolton Wanderers vs Lincoln City - Both teams to score) WIN  Risk: $5.00 WIN  Win: $  4.85
01/13/2020,MyBookie,,BURTON ALBION,,,,(Milton Keynes Dons vs Burton Albion),,,5.00,1.72,N,Y,Bet Ticket: #86245793  Placed: 01/13/2020  STRAIGHT BET  [7051694] BURTON ALBION 1.72 (Milton Keynes Dons vs Burton Albion) WIN  Risk: $5.00 WIN  Win: $  3.62
01/13/2020,MyBookie,,TOTAL o2¼,,,,(PORT VALE vrs MORECAMBE FC) (Port Vale vs Morecambe FC),,,5.00,1.79,Y,Y,Bet Ticket: #86246108  Placed: 01/13/2020  STRAIGHT BET (FP)  [7053017] TOTAL o2¼ 1.79 (PORT VALE vrs MORECAMBE FC) (Port Vale vs Morecambe FC) WIN  Risk: $0.00 WIN  Win: $  3.97
01/13/2020,MyBookie,,2,,,,(Port Vale vs Morecambe FC - Port Vale exact goals),,,5.00,3.46,Y,N,Bet Ticket: #86246109  Placed: 01/13/2020  (FP)  [7053251] 2 3.46 (Port Vale vs Morecambe FC - Port Vale exact goals) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/13/2020,MyBookie,,TOTAL o3,,,,(ROCHDALE AFC vrs NEWCASTLE UNITED) (Rochdale AFC vs Newcastle United),,,5.00,1.99,N,Y,Bet Ticket: #86247263  Placed: 01/13/2020  STRAIGHT BET  [7044053] TOTAL o3 1.99 (ROCHDALE AFC vrs NEWCASTLE UNITED) (Rochdale AFC vs Newcastle United) WIN  Risk: $5.00 WIN  Win: $  4.95
01/13/2020,MyBookie,,TOTAL o2½,,,,(BOLTON WANDERERS vrs LINCOLN CITY) (Bolton Wanderers vs Lincoln City),,,5.00,1.92,N,Y,Bet Ticket: #86247268  Placed: 01/13/2020  STRAIGHT BET  [7053825] TOTAL o2½ 1.92 (BOLTON WANDERERS vrs LINCOLN CITY) (Bolton Wanderers vs Lincoln City) WIN  Risk: $5.00 WIN  Win: $  4.59
01/13/2020,MyBookie,,TOTAL o2¼,,,,(IPSWICH TOWN vrs OXFORD UNITED) (Ipswich Town vs Oxford United),,,5.00,1.76,N,N,Bet Ticket: #86247270  Placed: 01/13/2020  STRAIGHT BET  [7051965] TOTAL o2¼ 1.76 (IPSWICH TOWN vrs OXFORD UNITED) (Ipswich Town vs Oxford United) LOSE  Risk: $5.00 LOSE  Win: $  0.00
01/13/2020,MyBookie,,TOTTENHAM HOTSPUR,,,,(Middlesbrough FC vs Tottenham Hotspur),,,5.00,1.25,N,Y,Bet Ticket: #86247272  Placed: 01/13/2020  STRAIGHT BET  [7044446] TOTTENHAM HOTSPUR 1.25 (Middlesbrough FC vs Tottenham Hotspur) WIN  Risk: $5.00 WIN  Win: $  1.25
01/14/2020,MyBookie,,TAMPA BAY LIGHTNING -1½,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86282803  Placed: 01/14/2020  STRAIGHT BET (FP)  [6] TAMPA BAY LIGHTNING -1½ 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,TOTAL o6,,,,(VEGAS GOLDEN KNIGHTS vrs BUFFALO SABRES),,,5.30,1.95,N,PU,Bet Ticket: #86285551  Placed: 01/14/2020  STRAIGHT BET  [1] TOTAL o6 1.95 (VEGAS GOLDEN KNIGHTS vrs BUFFALO SABRES) PUSH  Risk: $5.30 PUSH  Win: $  0.00
01/14/2020,MyBookie,,BOSTON BRUINS -1½,,,,,,,5.00,2.80,Y,N,Bet Ticket: #86318693  Placed: 01/14/2020  STRAIGHT BET (FP)  [9] BOSTON BRUINS -1½ 2.80 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,TOTAL o1½,,,,(1P CHICAGO BLACKHAWKS vrs 1P OTTAWA SENATORS),,,5.00,1.71,Y,Y,Bet Ticket: #86318695  Placed: 01/14/2020  STRAIGHT BET (FP)  [1013] TOTAL o1½ 1.71 (1P CHICAGO BLACKHAWKS vrs 1P OTTAWA SENATORS) WIN  Risk: $0.00 WIN  Win: $  3.57
01/14/2020,MyBookie,,CHICAGO BLACKHAWKS,,,,,,,5.00,2.00,N,Y,Bet Ticket: #86285552  Placed: 01/14/2020  STRAIGHT BET  [13] CHICAGO BLACKHAWKS 2.00 WIN  Risk: $5.00 WIN  Win: $  5.00
01/14/2020,MyBookie,,TOTAL o6½,,,,(CHICAGO BLACKHAWKS vrs OTTAWA SENATORS),,,10.00,1.87,N,N,Bet Ticket: #86285553  Placed: 01/14/2020  STRAIGHT BET  [13] TOTAL o6½ 1.87 (CHICAGO BLACKHAWKS vrs OTTAWA SENATORS) LOSE  Risk: $10.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,TOTAL o6,,,,(CHICAGO BLACKHAWKS vrs OTTAWA SENATORS),,,5.00,1.87,Y,N,Bet Ticket: #86318694  Placed: 01/14/2020  STRAIGHT BET (FP)  [13] TOTAL o6 1.87 (CHICAGO BLACKHAWKS vrs OTTAWA SENATORS) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,BROOKLYN NETS +3,,,,,,,5.00,1.95,Y,N,Bet Ticket: #86319606  Placed: 01/14/2020  STRAIGHT BET (FP)  [574] BROOKLYN NETS +3 1.95 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,BROOKLYN NETS,,,,,,,5.00,2.35,Y,N,Bet Ticket: #86319607  Placed: 01/14/2020  STRAIGHT BET (FP)  [574] BROOKLYN NETS 2.35 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,TOTAL u230½,,,,(PHOENIX SUNS vrs ATLANTA HAWKS),,,5.00,1.91,Y,N,Bet Ticket: #86319605  Placed: 01/14/2020  STRAIGHT BET (FP)  [572] TOTAL u230½ 1.91 (PHOENIX SUNS vrs ATLANTA HAWKS) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,TOTAL u58½,,,,(1Q NEW YORK KNICKS vrs 1Q MILWAUKEE BUCKS),,,5.00,1.87,Y,Y,Bet Ticket: #86294363  Placed: 01/14/2020  STRAIGHT BET (FP)  [3578] TOTAL u58½ 1.87 (1Q NEW YORK KNICKS vrs 1Q MILWAUKEE BUCKS) WIN  Risk: $0.00 WIN  Win: $  4.35
01/14/2020,MyBookie,,MILWAUKEE BUCKS -16½,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86294368  Placed: 01/14/2020  STRAIGHT BET (FP)  [578] MILWAUKEE BUCKS -16½ 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/14/2020,MyBookie,,HOUSTON ROCKETS -5,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86294369  Placed: 01/14/2020  STRAIGHT BET (FP)  [575] HOUSTON ROCKETS -5 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,MARYLAND,,,,,,,5.00,2.20,Y,N,Bet Ticket: #86318901  Placed: 01/14/2020  STRAIGHT BET (FP)  [641] MARYLAND 2.20 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,TOTAL o5½,,,,(SAN JOSE SHARKS vrs ARIZONA COYOTES),,,5.00,2.15,Y,Y,Bet Ticket: #86318696  Placed: 01/14/2020  STRAIGHT BET (FP)  [19] TOTAL o5½ 2.15 (SAN JOSE SHARKS vrs ARIZONA COYOTES) WIN  Risk: $0.00 WIN  Win: $  5.75
01/14/2020,MyBookie,,ARIZONA COYOTES,,,,,,,5.00,1.71,N,Y,Bet Ticket: #86341686  Placed: 01/14/2020  STRAIGHT BET  [20] ARIZONA COYOTES 1.71 WIN  Risk: $5.00 WIN  Win: $  3.57
01/14/2020,MyBookie,,COLORADO AVALANCHE,,,,,,,5.00,1.69,N,N,Bet Ticket: #86285555  Placed: 01/14/2020  STRAIGHT BET  [22] COLORADO AVALANCHE 1.69 LOSE  Risk: $5.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,1H DALLAS MAVERICKS -4,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86294366  Placed: 01/14/2020  STRAIGHT BET (FP)  [1581] 1H DALLAS MAVERICKS -4 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/14/2020,MyBookie,,1H LOS ANGELES CLIPPERS -9,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86294365  Placed: 01/14/2020  STRAIGHT BET (FP)  [1580] 1H LOS ANGELES CLIPPERS -9 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/14/2020,MyBookie,,DALLAS MAVERICKS -8,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86294367  Placed: 01/14/2020  STRAIGHT BET (FP)  [581] DALLAS MAVERICKS -8 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/14/2020,MyBookie,,SAN DIEGO STATE -7½,,,,,,,5.00,1.95,Y,Y,Bet Ticket: #86332996  Placed: 01/14/2020  STRAIGHT BET (FP)  [647] SAN DIEGO STATE -7½ 1.95 WIN  Risk: $0.00 WIN  Win: $  4.76
01/15/2020,MyBookie,,"POSPISIL, VASEK",,,,"(SHAPOVALOV, DENIS vrs POSPISIL, VASEK) (Shapovalov, Denis vs Pospisil, Vasek)",,,5.00,2.48,Y,N,"Bet Ticket: #86361341  Placed: 01/15/2020  STRAIGHT BET (FP)  [7123018] POSPISIL, VASEK 2.48 (SHAPOVALOV, DENIS vrs POSPISIL, VASEK) (Shapovalov, Denis vs Pospisil, Vasek) LOSE  Risk: $0.00 LOSE  Win: $  0.00"
01/15/2020,MyBookie,,TOTAL o21½,,,,"(GOERGES, JULIA vrs BENCIC, BELINDA) (Goerges, Julia vs Bencic, Belinda - Handicap and total games)",,,5.00,1.80,Y,Y,"Bet Ticket: #86367655  Placed: 01/15/2020  STRAIGHT BET (FP)  [7123621] TOTAL o21½ 1.80 (GOERGES, JULIA vrs BENCIC, BELINDA) (Goerges, Julia vs Bencic, Belinda - Handicap and total games) WIN  Risk: $0.00 WIN  Win: $  4.00"
01/15/2020,MyBookie,,"GOERGES, JULIA",,,,"(GOERGES, JULIA vrs BENCIC, BELINDA) (Goerges, Julia vs Bencic, Belinda)",,,5.00,2.00,Y,N,"Bet Ticket: #86361340  Placed: 01/15/2020  STRAIGHT BET (FP)  [7123243] GOERGES, JULIA 2.00 (GOERGES, JULIA vrs BENCIC, BELINDA) (Goerges, Julia vs Bencic, Belinda) LOSE  Risk: $0.00 LOSE  Win: $  0.00"
01/15/2020,MyBookie,,INTER ALLIES FC,,,,(Elmina Sharks vs Inter Allies FC),,,5.00,2.02,N,N,Bet Ticket: #86365083  Placed: 01/15/2020  STRAIGHT BET  [7135172] INTER ALLIES FC 2.02 (Elmina Sharks vs Inter Allies FC) LOSE  Risk: $5.00 LOSE  Win: $  0.00
01/14/2020,MyBookie,,YES,,,,(NO vrs YES) (Apoel Nicosia FC vs Ethnikos Achnas FC - Both teams to score),,,5.00,2.56,Y,N,Bet Ticket: #86292642  Placed: 01/14/2020  STRAIGHT BET (FP)  [7085286] YES 2.56 (NO vrs YES) (Apoel Nicosia FC vs Ethnikos Achnas FC - Both teams to score) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,SD HUESCA,,,,(Tenerife CD vs SD Huesca),,,7.60,1.66,N,Y,Bet Ticket: #86365081  Placed: 01/15/2020  STRAIGHT BET  [7034562] SD HUESCA 1.66 (Tenerife CD vs SD Huesca) WIN  Risk: $7.60 WIN  Win: $  5.03
01/15/2020,MyBookie,,YES,,,,(NO vrs YES) (FC Stade Rennes vs Olympique Nimes - Both teams to score),,,5.00,1.95,Y,N,Bet Ticket: #86370121  Placed: 01/15/2020  STRAIGHT BET (FP)  [7038394] YES 1.95 (NO vrs YES) (FC Stade Rennes vs Olympique Nimes - Both teams to score) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,ALCORCON AD DRAW,,,,(Numancia CD vs Alcorcon AD),,,5.00,2.90,Y,Y,Bet Ticket: #86370252  Placed: 01/15/2020  STRAIGHT BET (FP)  [7034831] ALCORCON AD DRAW 2.90 (Numancia CD vs Alcorcon AD) WIN  Risk: $0.00 WIN  Win: $  9.50
01/15/2020,MyBookie,,CARDIFF CITY -1,,,,(Cardiff City vs Carlisle United),,,5.00,1.89,Y,PU,Bet Ticket: #86370251  Placed: 01/15/2020  STRAIGHT BET (FP)  [7045297] CARDIFF CITY -1 1.89 (Cardiff City vs Carlisle United) PUSH  Risk: $0.00 PUSH  Win: $  0.00
01/15/2020,MyBookie,,TOTAL o2¾,,,,(CARDIFF CITY vrs CARLISLE UNITED) (Cardiff City vs Carlisle United),,,5.00,1.90,Y,Y,Bet Ticket: #86371123  Placed: 01/15/2020  STRAIGHT BET (FP)  [7045297] TOTAL o2¾ 1.90 (CARDIFF CITY vrs CARLISLE UNITED) (Cardiff City vs Carlisle United) WIN  Risk: $0.00 WIN  Win: $  4.50
01/15/2020,MyBookie,,TOTAL o220½,,,,(SAN ANTONIO SPURS vrs MIAMI HEAT),,,5.00,1.91,Y,N,Bet Ticket: #86407370  Placed: 01/15/2020  STRAIGHT BET (FP)  [505] TOTAL o220½ 1.91 (SAN ANTONIO SPURS vrs MIAMI HEAT) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,MIAMI HEAT -5½,,,,,,,5.00,1.95,Y,Y,Bet Ticket: #86407390  Placed: 01/15/2020  STRAIGHT BET (FP)  [506] MIAMI HEAT -5½ 1.95 WIN  Risk: $0.00 WIN  Win: $  4.76
01/15/2020,MyBookie,,TOTAL o220,,,,(SAN ANTONIO SPURS vrs MIAMI HEAT),,,5.00,1.91,Y,N,Bet Ticket: #86408965  Placed: 01/15/2020  STRAIGHT BET (FP)  [505] TOTAL o220 1.91 (SAN ANTONIO SPURS vrs MIAMI HEAT) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,TEXAS +3½,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86407580  Placed: 01/15/2020  STRAIGHT BET (FP)  [821] TEXAS +3½ 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/15/2020,MyBookie,,TOTAL u125,,,,(TEXAS vrs OKLAHOMA STATE),,,5.00,1.91,Y,N,Bet Ticket: #86407581  Placed: 01/15/2020  STRAIGHT BET (FP)  [822] TOTAL u125 1.91 (TEXAS vrs OKLAHOMA STATE) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,TOTAL u59,,,,(1Q WASHINGTON WIZARDS vrs 1Q CHICAGO BULLS),,,5.00,1.87,Y,Y,Bet Ticket: #86426669  Placed: 01/15/2020  STRAIGHT BET (FP)  [3512] TOTAL u59 1.87 (1Q WASHINGTON WIZARDS vrs 1Q CHICAGO BULLS) WIN  Risk: $0.00 WIN  Win: $  4.35
01/15/2020,MyBookie,,BLUES,,,,(PHILADELPHIA FLYERS vs ST. LOUIS BLUES - 3 Way Line),,,5.00,1.77,N,N,Bet Ticket: #86427869  Placed: 01/15/2020  [78322] BLUES 1.77 (PHILADELPHIA FLYERS vs ST. LOUIS BLUES - 3 Way Line) LOSE  Risk: $5.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,INDIANA PACERS -4½,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86426348  Placed: 01/15/2020  STRAIGHT BET (FP)  [507] INDIANA PACERS -4½ 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/15/2020,MyBookie,,CHICAGO BULLS -4½,,,,,,,5.00,1.91,Y,Y,Bet Ticket: #86426513  Placed: 01/15/2020  STRAIGHT BET (FP)  [512] CHICAGO BULLS -4½ 1.91 WIN  Risk: $0.00 WIN  Win: $  4.55
01/15/2020,MyBookie,,PENN STATE +2½,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86428699  Placed: 01/15/2020  STRAIGHT BET (FP)  [847] PENN STATE +2½ 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,CHARLOTTE HORNETS +12,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86426746  Placed: 01/15/2020  STRAIGHT BET (FP)  [513] CHARLOTTE HORNETS +12 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,"VEKIC, DONNA",,,,"(YASTREMSKA, DAYANA vrs VEKIC, DONNA) (Yastremska, Dayana vs Vekic, Donna)",,,5.00,3.00,Y,N,"Bet Ticket: #86428407  Placed: 01/15/2020  STRAIGHT BET (FP)  [1030846] VEKIC, DONNA 3.00 (YASTREMSKA, DAYANA vrs VEKIC, DONNA) (Yastremska, Dayana vs Vekic, Donna) LOSE  Risk: $0.00 LOSE  Win: $  0.00"
01/15/2020,MyBookie,,HOUSTON ROCKETS -8½,,,,,,,5.00,1.87,N,N,Bet Ticket: #86431023  Placed: 01/15/2020  STRAIGHT BET  [516] HOUSTON ROCKETS -8½ 1.87 LOSE  Risk: $5.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,STANFORD -1,,,,,,,5.00,1.95,Y,Y,Bet Ticket: #86428695  Placed: 01/15/2020  STRAIGHT BET (FP)  [857] STANFORD -1 1.95 WIN  Risk: $0.00 WIN  Win: $  4.76
01/15/2020,MyBookie,,VIRGINIA CAVALIERS +9½,,,,(Virginia Cavaliers vs Florida State Seminoles),,,5.00,1.80,Y,Y,Bet Ticket: #86428698  Placed: 01/15/2020  STRAIGHT BET (FP)  [1040465] VIRGINIA CAVALIERS +9½ 1.80 (Virginia Cavaliers vs Florida State Seminoles) WIN  Risk: $0.00 WIN  Win: $  4.00
01/15/2020,MyBookie,,BOSTON CELTICS +2½,,,,(Detroit Pistons vs Boston Celtics),,,5.00,1.85,Y,N,Bet Ticket: #86433240  Placed: 01/15/2020  STRAIGHT BET (FP)  [1030568] BOSTON CELTICS +2½ 1.85 (Detroit Pistons vs Boston Celtics) LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,PHILADELPHIA 76ERS +1½,,,,(Brooklyn Nets vs Philadelphia 76ers),,,5.00,1.85,Y,Y,Bet Ticket: #86430716  Placed: 01/15/2020  STRAIGHT BET (FP)  [1029810] PHILADELPHIA 76ERS +1½ 1.85 (Brooklyn Nets vs Philadelphia 76ers) WIN  Risk: $0.00 WIN  Win: $  4.27
01/15/2020,MyBookie,,DALLAS MAVERICKS -4½,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86426514  Placed: 01/15/2020  STRAIGHT BET (FP)  [517] DALLAS MAVERICKS -4½ 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,DALLAS MAVERICKS -4½,,,,,,,5.00,1.91,Y,N,Bet Ticket: #86426747  Placed: 01/15/2020  STRAIGHT BET (FP)  [517] DALLAS MAVERICKS -4½ 1.91 LOSE  Risk: $0.00 LOSE  Win: $  0.00
01/15/2020,MyBookie,,INDIANA PACERS -½,,,,(Indiana Pacers vs Minnesota Timberwolves),,,5.00,1.85,Y,Y,Bet Ticket: #86433174  Placed: 01/15/2020  STRAIGHT BET (FP)  [1030555] INDIANA PACERS -½ 1.85 (Indiana Pacers vs Minnesota Timberwolves) WIN  Risk: $0.00 WIN  Win: $  4.27
01/15/2020,MyBookie,,OKLAHOMA CITY THUNDER +19½,,,,(Toronto Raptors vs Oklahoma City Thunder),,,5.00,1.90,N,Y,Bet Ticket: #86435600  Placed: 01/15/2020  STRAIGHT BET  [1030576] OKLAHOMA CITY THUNDER +19½ 1.90 (Toronto Raptors vs Oklahoma City Thunder) WIN  Risk: $5.00 WIN  Win: $  4.50
